D:\ML\IMG\center_2019_12_29_18_02_22_929.jpg,D:\ML\IMG\left_2019_12_29_18_02_22_929.jpg,D:\ML\IMG\right_2019_12_29_18_02_22_929.jpg,0,1,0,8.704488
D:\ML\IMG\center_2019_12_29_18_02_23_001.jpg,D:\ML\IMG\left_2019_12_29_18_02_23_001.jpg,D:\ML\IMG\right_2019_12_29_18_02_23_001.jpg,-0.2,1,0,9.590727
D:\ML\IMG\center_2019_12_29_18_02_23_111.jpg,D:\ML\IMG\left_2019_12_29_18_02_23_111.jpg,D:\ML\IMG\right_2019_12_29_18_02_23_111.jpg,-0.45,1,0,10.64801
D:\ML\IMG\center_2019_12_29_18_02_23_196.jpg,D:\ML\IMG\left_2019_12_29_18_02_23_196.jpg,D:\ML\IMG\right_2019_12_29_18_02_23_196.jpg,0,1,0,11.60456
D:\ML\IMG\center_2019_12_29_18_11_09_390.jpg,D:\ML\IMG\left_2019_12_29_18_11_09_390.jpg,D:\ML\IMG\right_2019_12_29_18_11_09_390.jpg,0,0,0,1.895834E-06
D:\ML\IMG\center_2019_12_29_18_11_09_476.jpg,D:\ML\IMG\left_2019_12_29_18_11_09_476.jpg,D:\ML\IMG\right_2019_12_29_18_11_09_476.jpg,0,0,0,1.273807E-05
D:\ML\IMG\center_2019_12_29_18_11_09_571.jpg,D:\ML\IMG\left_2019_12_29_18_11_09_571.jpg,D:\ML\IMG\right_2019_12_29_18_11_09_571.jpg,0,0,0,8.622573E-06
D:\ML\IMG\center_2019_12_29_18_11_09_664.jpg,D:\ML\IMG\left_2019_12_29_18_11_09_664.jpg,D:\ML\IMG\right_2019_12_29_18_11_09_664.jpg,0,0,0,1.291205E-05
D:\ML\IMG\center_2019_12_29_18_11_09_749.jpg,D:\ML\IMG\left_2019_12_29_18_11_09_749.jpg,D:\ML\IMG\right_2019_12_29_18_11_09_749.jpg,0,0,0,8.854495E-06
D:\ML\IMG\center_2019_12_29_18_11_09_842.jpg,D:\ML\IMG\left_2019_12_29_18_11_09_842.jpg,D:\ML\IMG\right_2019_12_29_18_11_09_842.jpg,0,0,0,6.372635E-06
D:\ML\IMG\center_2019_12_29_18_11_09_928.jpg,D:\ML\IMG\left_2019_12_29_18_11_09_928.jpg,D:\ML\IMG\right_2019_12_29_18_11_09_928.jpg,0,0,0,8.918123E-06
D:\ML\IMG\center_2019_12_29_18_11_10_020.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_020.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_020.jpg,0,0,0,1.154422E-05
D:\ML\IMG\center_2019_12_29_18_11_10_108.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_108.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_108.jpg,0,0,0,8.42631E-06
D:\ML\IMG\center_2019_12_29_18_11_10_198.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_198.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_198.jpg,0,0,0,9.902924E-07
D:\ML\IMG\center_2019_12_29_18_11_10_300.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_300.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_300.jpg,0,0,0,1.198264E-06
D:\ML\IMG\center_2019_12_29_18_11_10_385.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_385.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_385.jpg,0,0,0,2.25203E-05
D:\ML\IMG\center_2019_12_29_18_11_10_467.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_467.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_467.jpg,0,0,0,4.034372E-06
D:\ML\IMG\center_2019_12_29_18_11_10_557.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_557.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_557.jpg,0,0,0,1.058158E-05
D:\ML\IMG\center_2019_12_29_18_11_10_649.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_649.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_649.jpg,0,0,0,1.726664E-05
D:\ML\IMG\center_2019_12_29_18_11_10_734.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_734.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_734.jpg,0,0,0,1.350557E-05
D:\ML\IMG\center_2019_12_29_18_11_10_827.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_827.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_827.jpg,0,0,0,4.00555E-06
D:\ML\IMG\center_2019_12_29_18_11_10_914.jpg,D:\ML\IMG\left_2019_12_29_18_11_10_914.jpg,D:\ML\IMG\right_2019_12_29_18_11_10_914.jpg,0,0,0,3.551463E-06
D:\ML\IMG\center_2019_12_29_18_11_11_004.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_004.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_004.jpg,0,0,0,6.097315E-06
D:\ML\IMG\center_2019_12_29_18_11_11_096.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_096.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_096.jpg,0,0,0,1.257372E-05
D:\ML\IMG\center_2019_12_29_18_11_11_195.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_195.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_195.jpg,0,0.2614254,0,0.3278829
D:\ML\IMG\center_2019_12_29_18_11_11_309.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_309.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_309.jpg,0,0.6423315,0,1.196573
D:\ML\IMG\center_2019_12_29_18_11_11_471.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_471.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_471.jpg,0,1,0,2.691596
D:\ML\IMG\center_2019_12_29_18_11_11_543.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_543.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_543.jpg,0,1,0,3.876125
D:\ML\IMG\center_2019_12_29_18_11_11_637.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_637.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_637.jpg,0,1,0,4.81137
D:\ML\IMG\center_2019_12_29_18_11_11_727.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_727.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_727.jpg,0,0.7334389,0,5.66218
D:\ML\IMG\center_2019_12_29_18_11_11_816.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_816.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_816.jpg,0,0.460174,0,6.076679
D:\ML\IMG\center_2019_12_29_18_11_11_917.jpg,D:\ML\IMG\left_2019_12_29_18_11_11_917.jpg,D:\ML\IMG\right_2019_12_29_18_11_11_917.jpg,0,0.1632958,0,6.229243
D:\ML\IMG\center_2019_12_29_18_11_12_007.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_007.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_007.jpg,-0.25,0,0,6.162939
D:\ML\IMG\center_2019_12_29_18_11_12_077.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_077.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_077.jpg,-0.4,0,0,6.10572
D:\ML\IMG\center_2019_12_29_18_11_12_185.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_185.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_185.jpg,0,0,0,6.017727
D:\ML\IMG\center_2019_12_29_18_11_12_278.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_278.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_278.jpg,-0.2,0,0,5.962931
D:\ML\IMG\center_2019_12_29_18_11_12_369.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_369.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_369.jpg,-0.45,0,0,5.87185
D:\ML\IMG\center_2019_12_29_18_11_12_458.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_458.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_458.jpg,0,0,0,5.805825
D:\ML\IMG\center_2019_12_29_18_11_12_536.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_536.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_536.jpg,-0.2,0,0,5.754383
D:\ML\IMG\center_2019_12_29_18_11_12_629.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_629.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_629.jpg,-0.45,0,0,5.667428
D:\ML\IMG\center_2019_12_29_18_11_12_734.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_734.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_734.jpg,0,0,0,5.591648
D:\ML\IMG\center_2019_12_29_18_11_12_820.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_820.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_820.jpg,-0.2,0,0,5.541213
D:\ML\IMG\center_2019_12_29_18_11_12_902.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_902.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_902.jpg,-0.45,0,0,5.456988
D:\ML\IMG\center_2019_12_29_18_11_12_995.jpg,D:\ML\IMG\left_2019_12_29_18_11_12_995.jpg,D:\ML\IMG\right_2019_12_29_18_11_12_995.jpg,0,0,0,5.394925
D:\ML\IMG\center_2019_12_29_18_11_13_085.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_085.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_085.jpg,-0.25,0,0,5.332592
D:\ML\IMG\center_2019_12_29_18_11_13_175.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_175.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_175.jpg,0,0,0,5.285656
D:\ML\IMG\center_2019_12_29_18_11_13_265.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_265.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_265.jpg,-0.25,0,0,5.223091
D:\ML\IMG\center_2019_12_29_18_11_13_353.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_353.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_353.jpg,-0.45,0,0,5.157704
D:\ML\IMG\center_2019_12_29_18_11_13_451.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_451.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_451.jpg,-0.7,0,0,5.060445
D:\ML\IMG\center_2019_12_29_18_11_13_541.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_541.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_541.jpg,-0.9000002,0,0,4.968402
D:\ML\IMG\center_2019_12_29_18_11_13_634.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_634.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_634.jpg,-1,0,0,4.858531
D:\ML\IMG\center_2019_12_29_18_11_13_718.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_718.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_718.jpg,-1,0,0,4.799151
D:\ML\IMG\center_2019_12_29_18_11_13_811.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_811.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_811.jpg,-1,0,0,4.729323
D:\ML\IMG\center_2019_12_29_18_11_13_902.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_902.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_902.jpg,-1,0,0,4.660686
D:\ML\IMG\center_2019_12_29_18_11_13_995.jpg,D:\ML\IMG\left_2019_12_29_18_11_13_995.jpg,D:\ML\IMG\right_2019_12_29_18_11_13_995.jpg,0,0,0,4.494602
D:\ML\IMG\center_2019_12_29_18_11_14_084.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_084.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_084.jpg,0,0,0,4.445809
D:\ML\IMG\center_2019_12_29_18_11_14_175.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_175.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_175.jpg,0,0.2716362,0,4.663267
D:\ML\IMG\center_2019_12_29_18_11_14_270.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_270.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_270.jpg,0,0.5562717,0,5.277989
D:\ML\IMG\center_2019_12_29_18_11_14_364.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_364.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_364.jpg,0,0.838821,0,6.224426
D:\ML\IMG\center_2019_12_29_18_11_14_459.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_459.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_459.jpg,0,1,0,7.130763
D:\ML\IMG\center_2019_12_29_18_11_14_551.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_551.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_551.jpg,0,1,0,8.266232
D:\ML\IMG\center_2019_12_29_18_11_14_648.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_648.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_648.jpg,0,1,0,9.39063
D:\ML\IMG\center_2019_12_29_18_11_14_737.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_737.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_737.jpg,0,1,0,10.28219
D:\ML\IMG\center_2019_12_29_18_11_14_829.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_829.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_829.jpg,-0.25,1,0,11.36703
D:\ML\IMG\center_2019_12_29_18_11_14_919.jpg,D:\ML\IMG\left_2019_12_29_18_11_14_919.jpg,D:\ML\IMG\right_2019_12_29_18_11_14_919.jpg,0,1,0,12.00168
D:\ML\IMG\center_2019_12_29_18_11_15_038.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_038.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_038.jpg,0,1,0,13.34026
D:\ML\IMG\center_2019_12_29_18_11_15_129.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_129.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_129.jpg,-0.25,1,0,14.36318
D:\ML\IMG\center_2019_12_29_18_11_15_194.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_194.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_194.jpg,0,1,0,15.25546
D:\ML\IMG\center_2019_12_29_18_11_15_284.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_284.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_284.jpg,-0.25,1,0,16.19178
D:\ML\IMG\center_2019_12_29_18_11_15_375.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_375.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_375.jpg,0,1,0,17.00942
D:\ML\IMG\center_2019_12_29_18_11_15_467.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_467.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_467.jpg,-0.25,1,0,18.19133
D:\ML\IMG\center_2019_12_29_18_11_15_554.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_554.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_554.jpg,-0.45,1,0,18.932
D:\ML\IMG\center_2019_12_29_18_11_15_645.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_645.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_645.jpg,0,1,0,19.79457
D:\ML\IMG\center_2019_12_29_18_11_15_736.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_736.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_736.jpg,-0.2,1,0,20.61182
D:\ML\IMG\center_2019_12_29_18_11_15_824.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_824.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_824.jpg,0,1,0,21.68302
D:\ML\IMG\center_2019_12_29_18_11_15_917.jpg,D:\ML\IMG\left_2019_12_29_18_11_15_917.jpg,D:\ML\IMG\right_2019_12_29_18_11_15_917.jpg,-0.2,1,0,22.45335
D:\ML\IMG\center_2019_12_29_18_11_16_000.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_000.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_000.jpg,-0.45,1,0,23.31437
D:\ML\IMG\center_2019_12_29_18_11_16_086.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_086.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_086.jpg,-0.6500001,1,0,23.93227
D:\ML\IMG\center_2019_12_29_18_11_16_196.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_196.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_196.jpg,0,1,0,24.84388
D:\ML\IMG\center_2019_12_29_18_11_16_293.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_293.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_293.jpg,0,1,0,25.79235
D:\ML\IMG\center_2019_12_29_18_11_16_449.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_449.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_449.jpg,-0.25,1,0,27.28035
D:\ML\IMG\center_2019_12_29_18_11_16_533.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_533.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_533.jpg,-0.45,1,0,27.92665
D:\ML\IMG\center_2019_12_29_18_11_16_642.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_642.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_642.jpg,-0.7500002,1,0,28.71627
D:\ML\IMG\center_2019_12_29_18_11_16_721.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_721.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_721.jpg,-0.9500002,1,0,29.12981
D:\ML\IMG\center_2019_12_29_18_11_16_811.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_811.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_811.jpg,0,1,0,29.77381
D:\ML\IMG\center_2019_12_29_18_11_16_901.jpg,D:\ML\IMG\left_2019_12_29_18_11_16_901.jpg,D:\ML\IMG\right_2019_12_29_18_11_16_901.jpg,0,1,0,30.18645
D:\ML\IMG\center_2019_12_29_18_11_17_009.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_009.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_009.jpg,-0.3,1,0,30.17861
D:\ML\IMG\center_2019_12_29_18_11_17_094.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_094.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_094.jpg,0,1,0,30.18843
D:\ML\IMG\center_2019_12_29_18_11_17_174.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_174.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_174.jpg,-0.2,1,0,30.18374
D:\ML\IMG\center_2019_12_29_18_11_17_269.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_269.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_269.jpg,0,1,0,30.18934
D:\ML\IMG\center_2019_12_29_18_11_17_354.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_354.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_354.jpg,0,1,0,30.18929
D:\ML\IMG\center_2019_12_29_18_11_17_448.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_448.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_448.jpg,0.25,1,0,30.17322
D:\ML\IMG\center_2019_12_29_18_11_17_533.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_533.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_533.jpg,0.45,1,0,30.15058
D:\ML\IMG\center_2019_12_29_18_11_17_620.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_620.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_620.jpg,0,1,0,30.18738
D:\ML\IMG\center_2019_12_29_18_11_17_705.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_705.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_705.jpg,0,1,0,30.19248
D:\ML\IMG\center_2019_12_29_18_11_17_795.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_795.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_795.jpg,0,1,0,30.18871
D:\ML\IMG\center_2019_12_29_18_11_17_884.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_884.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_884.jpg,0,1,0,30.19053
D:\ML\IMG\center_2019_12_29_18_11_17_971.jpg,D:\ML\IMG\left_2019_12_29_18_11_17_971.jpg,D:\ML\IMG\right_2019_12_29_18_11_17_971.jpg,0.2,1,0,30.17998
D:\ML\IMG\center_2019_12_29_18_11_18_062.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_062.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_062.jpg,0.45,1,0,30.15455
D:\ML\IMG\center_2019_12_29_18_11_18_148.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_148.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_148.jpg,0,1,0,30.1913
D:\ML\IMG\center_2019_12_29_18_11_18_234.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_234.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_234.jpg,0,1,0,30.19012
D:\ML\IMG\center_2019_12_29_18_11_18_328.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_328.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_328.jpg,0,1,0,30.19125
D:\ML\IMG\center_2019_12_29_18_11_18_409.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_409.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_409.jpg,0,1,0,30.19048
D:\ML\IMG\center_2019_12_29_18_11_18_505.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_505.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_505.jpg,0,1,0,30.19068
D:\ML\IMG\center_2019_12_29_18_11_18_595.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_595.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_595.jpg,0,1,0,30.19059
D:\ML\IMG\center_2019_12_29_18_11_18_683.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_683.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_683.jpg,-0.25,1,0,30.17513
D:\ML\IMG\center_2019_12_29_18_11_18_774.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_774.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_774.jpg,0,1,0,30.19076
D:\ML\IMG\center_2019_12_29_18_11_18_868.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_868.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_868.jpg,-0.25,1,0,30.17805
D:\ML\IMG\center_2019_12_29_18_11_18_958.jpg,D:\ML\IMG\left_2019_12_29_18_11_18_958.jpg,D:\ML\IMG\right_2019_12_29_18_11_18_958.jpg,0,1,0,30.19057
